O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
19-1020.01,Biologists,Basic Local Alignment Search Tool BLAST,43232605,Analytical or scientific software,N
19-1020.01,Biologists,BioKin PlateKi,43232605,Analytical or scientific software,N
19-1020.01,Biologists,BLAT,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Blue Tractor Software DNADynamo,43232605,Analytical or scientific software,N
19-1020.01,Biologists,C++,43232405,Object or component oriented development software,Y
19-1020.01,Biologists,Cubic,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Deoxyribonucleic acid DNA sequence analysis software,43232605,Analytical or scientific software,N
19-1020.01,Biologists,EMBOSS,43232605,Analytical or scientific software,N
19-1020.01,Biologists,EnzymeX,43232605,Analytical or scientific software,N
19-1020.01,Biologists,ESRI ArcGIS software,43233506,Map creation software,Y
19-1020.01,Biologists,Excavator,43232605,Analytical or scientific software,N
19-1020.01,Biologists,FASTA,43232605,Analytical or scientific software,N
19-1020.01,Biologists,FoldX,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Gene Codes Sequencher,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Geographic information system GIS software,43233506,Map creation software,Y
19-1020.01,Biologists,IBM SPSS Statistics,43232605,Analytical or scientific software,Y
19-1020.01,Biologists,Ingenuity Systems Ingenuity Pathways Analysis,43232605,Analytical or scientific software,N
19-1020.01,Biologists,JaMBW,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Joint Prediction of Operons JPOP,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Linux,43233004,Operating system software,Y
19-1020.01,Biologists,MacVector,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Meyer Instruments Optimas,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Microsoft Access,43232306,Data base user interface and query software,Y
19-1020.01,Biologists,Microsoft Excel,43232110,Spreadsheet software,Y
19-1020.01,Biologists,Microsoft Office,43231513,Office suite software,Y
19-1020.01,Biologists,Microsoft PowerPoint,43232106,Presentation software,Y
19-1020.01,Biologists,Microsoft Word,43232104,Word processing software,Y
19-1020.01,Biologists,Minitab,43232605,Analytical or scientific software,Y
19-1020.01,Biologists,NAMD,43232605,Analytical or scientific software,N
19-1020.01,Biologists,National Instruments LabVIEW,43232402,Development environment software,Y
19-1020.01,Biologists,Oracle Java,43232405,Object or component oriented development software,Y
19-1020.01,Biologists,Partek Incorporated Partek Genomics Suite,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Phrap,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Phred,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Practical extraction and reporting language Perl,43232405,Object or component oriented development software,Y
19-1020.01,Biologists,Protein Explorer,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Python,43232405,Object or component oriented development software,Y
19-1020.01,Biologists,R,43232405,Object or component oriented development software,Y
19-1020.01,Biologists,RepeatMasker,43232605,Analytical or scientific software,N
19-1020.01,Biologists,SequentiX TreeMe,43232605,Analytical or scientific software,N
19-1020.01,Biologists,sim4,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Software development tools,43232402,Development environment software,N
19-1020.01,Biologists,SoftZymics VisualEnzymics,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Structured query language SQL,43232306,Data base user interface and query software,Y
19-1020.01,Biologists,SURFDriver Software WinSURF,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Textco BioSoftware Gene Inspector,43232605,Analytical or scientific software,N
19-1020.01,Biologists,The MathWorks MATLAB,43232605,Analytical or scientific software,Y
19-1020.01,Biologists,The MathWorks SimBiology,43232605,Analytical or scientific software,N
19-1020.01,Biologists,TIBCO Spotfire,43232314,Business intelligence and data analysis software,N
19-1020.01,Biologists,UNIX,43233004,Operating system software,Y
19-1020.01,Biologists,VayTek VoxBlast,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Visual Molecular Dynamics VMD,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Web browser software,43232705,Internet browser software,N
19-1020.01,Biologists,Wolfram Research Mathematica,43232605,Analytical or scientific software,N
19-1020.01,Biologists,Word processing software,43232104,Word processing software,N
19-1021.00,Biochemists and Biophysicists,3D graphics software,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Accelrys Cerius2,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Accelrys FELIX,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Accelrys Insight II,43232604,Computer aided design CAD software,Y
19-1021.00,Biochemists and Biophysicists,Accelrys QAUNTA,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Adobe Systems Adobe Photoshop,43232102,Graphics or photo imaging software,Y
19-1021.00,Biochemists and Biophysicists,Analysis and building software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Assisted model building with energy refinement AMBER,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,AutoQuant AutoDeblur,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Basic Local Alignment Search Tool BLAST,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Carrier-mediated transport software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Chang Bioscience ToolKit,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,ChemInnovation Software Chem 4-D,43232604,Computer aided design CAD software,Y
19-1021.00,Biochemists and Biophysicists,Chemistry at Harvard Molecular Mechanics CHARMm,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Crystallographic software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Crystallography & NMR System (CNS),43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Dassasult Systemes Abaqus,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Docking and ligand binding software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Elsevier MDL ISIS/Draw,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Email software,43233501,Electronic mail software,N
19-1021.00,Biochemists and Biophysicists,ESRI What if?,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Expression DNA and protein sequence software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Extensible markup language XML,43232403,Enterprise application integration software,Y
19-1021.00,Biochemists and Biophysicists,Fujitsu BioMedCache,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Fujitsu MOPAC,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Gaussian software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,GE Healthcare ImageQuant TL,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Genetics computer group GSG software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,GEPASI,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Golden Helix ChemTree,43232307,Data mining software,N
19-1021.00,Biochemists and Biophysicists,Golden Helix HelixTree,43232307,Data mining software,N
19-1021.00,Biochemists and Biophysicists,Graphics software,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Hodgkin-Huxley Model software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,IBM SPSS Statistics,43232605,Analytical or scientific software,Y
19-1021.00,Biochemists and Biophysicists,Intelligent Imaging Innovations SlideBook,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Internet browser software,43232705,Internet browser software,N
19-1021.00,Biochemists and Biophysicists,ItemTracker,43231508,Inventory management software,N
19-1021.00,Biochemists and Biophysicists,JustBio SeqPainter,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Laboratory information management system LIMS,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Linux,43233004,Operating system software,Y
19-1021.00,Biochemists and Biophysicists,Macroscopic diffusion software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Microsoft Excel,43232110,Spreadsheet software,Y
19-1021.00,Biochemists and Biophysicists,Microsoft Office,43231513,Office suite software,Y
19-1021.00,Biochemists and Biophysicists,Microsoft PowerPoint,43232106,Presentation software,Y
19-1021.00,Biochemists and Biophysicists,Microsoft Visio,43232102,Graphics or photo imaging software,Y
19-1021.00,Biochemists and Biophysicists,Microsoft Word,43232104,Word processing software,Y
19-1021.00,Biochemists and Biophysicists,Minitab,43232605,Analytical or scientific software,Y
19-1021.00,Biochemists and Biophysicists,Molecular Devices Corporation MetaFluor,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Molecular Devices Corporation MetaMorph,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Molecular Networks GmbH Biochemical Pathways,43232309,Information retrieval or search software,N
19-1021.00,Biochemists and Biophysicists,Molecular simulation software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Molecular Simulations WebLab ViewerPro,43232102,Graphics or photo imaging software,N
19-1021.00,Biochemists and Biophysicists,Multivariate statistical program MVSP software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Practical extraction and reporting language Perl,43232405,Object or component oriented development software,Y
19-1021.00,Biochemists and Biophysicists,PREMIER Biosoft Array Designer,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Presentation software,43232106,Presentation software,N
19-1021.00,Biochemists and Biophysicists,Python,43232405,Object or component oriented development software,Y
19-1021.00,Biochemists and Biophysicists,SAP,43231602,Enterprise resource planning ERP software,Y
19-1021.00,Biochemists and Biophysicists,SAS,43232605,Analytical or scientific software,Y
19-1021.00,Biochemists and Biophysicists,Semichem AMPAC,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Sequence database software,43232306,Data base user interface and query software,N
19-1021.00,Biochemists and Biophysicists,Shrodinger Jaguar,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Statistical software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Structure prediction software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,The MathWorks MATLAB,43232605,Analytical or scientific software,Y
19-1021.00,Biochemists and Biophysicists,Tripos SYBYL,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Video analysis software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Voltage-gated ion channels software,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Wavefunction Spartan,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Wavefunction Titan,43232605,Analytical or scientific software,N
19-1021.00,Biochemists and Biophysicists,Word processing software,43232104,Word processing software,N
19-1021.00,Biochemists and Biophysicists,Yet another scientific artificial reality application YASARA software,43232605,Analytical or scientific software,N
